Title,Author
"Three ways the coronavirus could trigger a global financial crisis – and why central bankers are to blame. Heavily leveraged tourism-related companies such as airlines, the commercial real estate sector and the residential property market are all vulnerable pressure points. Cutting interest rates will not help these sectors, but it will boost speculation.",Andy Xie
"China has actively worked with the WHO to fight the coronavirus. Now, other countries should too. China’s lockdown measures have helped slow the international spread of Covid-19. As the epidemic enters a new phase, China should continue to support the WHO’s global disease control efforts by sharing data, experience and innovation.",Tang Bei
"The coronavirus crisis is changing how we work, travel and shop. That might just save our planet. The Covid-19 epidemic has forced lifestyle changes, such as reductions in air travel and conspicuous consumption, that will benefit our planet. The Hong Kong government should take forward the ‘smart city’ changes people have been forced to adopt.",Ian Brownlee
"US-fuelled climate change, not China, is the greatest threat to the global economy and the world. China’s per capita emissions are less than half the US’ and it is moving towards renewable energy. Meanwhile, the US accounts for twice China’s cumulative emissions in modern times but has pulled out of the Paris Agreement and remains committed to fossil fuels.",Winston Mok
An Olympic-sized dilemma for Tokyo. Japan faces a tough choice as the coronavirus spreads around the world: should the 2020 Games go ahead as scheduled?,SCMP Editorial
"Authorities must stay alert to keep Covid-19 from entering Hong Kong. The threat of imported cases of the coronavirus from multiple sources, including from outside the mainland, has become more worrying.",SCMP Editorial
Bipartisan trip to US a waste of time. Washington has already decided to exploit the city’s political unrest and instability as part of a multipronged cold war against China.,Alex Lo
US Fed rate cut alone won’t steady a global economy shaken by the coronavirus. The dramatic spike in demand for safe-haven 10-year Treasuries is a sign that markets expect more from the Fed – it must ensure access to US dollar liquidity remains open.,Neal Kimberley
"Another Wuhan could emerge as the coronavirus travels the world. Are politicians, including Donald Trump, prepared?. The insights of quantum physics urge us to contemplate the unthinkable, and such out-of-the-box thinking is just what’s needed to get the epidemic under control. We had better trust science, rather than politics, to lead us out of the crisis.",Tom Plate
"As a global economic storm gathers, even Singapore may no longer be a safe haven for investors. Singapore’s commercial property market surged last year largely because of foreign capital inflows. But this is now a liability, as cross-border investors take a sterner view of the impact of the coronavirus on the global economy.",Nicholas Spiro
"The coronavirus crisis should trigger a turn to caring capitalism through a united global policy response. Rather than focusing on interest rate cuts, major economies must coordinate policy action, along the lines of the Marshall Plan, to propel growth in the less-developed world. Given the size of military spending, resources for such a strategy are available.",David Brown
