Title,Summary
Hong Kong-listed hotelier Shangri-La to open sixth property in Beijing at 2022 Winter Olympics site,Hong Kong-listed luxury hotel and resort chain operator Shangri-La Group unveiled plans for a 300-room hotel next to venues for the 2022 Winter Olympics in Beijing.
"Hong Kong set to lose IPO crown to Nasdaq, thanks to ride-hailing app Lyft",
"BOCHK Asset Management launches ‘Greater Bay Area’ bond fund, expects China to attract US$150 billion in foreign investment",
Hong Kong virtual bank among Standard Chartered’s digital bets as bank aims to improve returns,"The lender hopes to receive one of the city’s first virtual banking licences later this year, Bill Winters, its chief executive, said on Tuesday."
"Stocks blog: Shanghai has another tough day after Monday's horror show, but Hong Kong ekes out gain","China Vanke was a big loser, while BAIC Motor raced up 6.4 per cent "
"Lee Shau-kee, Hong Kong’s second-richest man, says he is mulling retirement to hand the reins of Henderson Land to his two sons",Lee Shau-kee said he is considering a retirement plan after Henderson Land’s annual general meeting on May 28
"China approves one-stop bank account for Hong Kong residents, taking the first step to liberalise financial services on the mainland","The Bank of China account comes in two types: one with access to teller machines, and a second without ATM access. Both are tied to mobile payment services such as AliPay and WeChat Pay, usable throughout the mainland China."
"Hong Kong’s limited partnership regime may attract funds to set up domicile, boosting city’s role as Greater Bay Area private equity hub","Changes to limited partnership regime could bring more funds and managers to Hong Kong, and keep systemic risks in check, lawyers and analysts say."
"Hong Kong securities watchdog’s vigilance snares another errant financial firm, slaps US$1.2 million fine",The Securities and Futures Commission disciplines BOCI Securities for regulatory breaches relating to sale of investment products
"Hong Kong’s proposed tax break of US$7,650 will encourage additional retirement savings, say top pension providers","Legislators on Wednesday will vote on a law change to allow the government to offer up to HK$60,000 in tax incentives on extra pension savings."
Hong Kong securities regulator fines top investment banks US$100 million for failures as IPO sponsors,"Swiss investment bank UBS bears the brunt of the record penalty imposed by the Securities and Futures Commission, which also results in the suspension of its former banker Cen Tian’s licence for two years ."
China stocks edge lower after data points to cooling industrial output,
"Ping An will consider buy-backs of Hong Kong shares, CFO says",
"Hong Kong property agents drum up demand for car parking spaces in Greater Bay Area, tout low investment of US$30,000","Prices of parking bays in Zhongshan, a city in the Greater Bay Area, have witnessed a spike in recent transactions."
"Hong Kong, China stocks stay on positive roll for second day amid optimism about foreign inflows",Traders gauge possibility of increased foreign buying on availability of hedging tools and regulatory comment on ownership cap
Insurers jumping aboard Hong Kong’s new private health care programme – with tax breaks and coverage up to age 100,Eleven insurers told the 
"When it comes to financial planning, most Hong Kong women leave it to spouses ‘as they know better’","71 per cent of women in Hong Kong leave long-term household financial planning, like investing, insurance and retirement to their spouses."
China shares cling to the tiniest of gains on march to possible nine-week winning streak,China’s markets have been on fire. But traders are worried about world economic growth and whether a deal will be made to end the trade war.
China stocks reach a nine-month high as bull run shows no sign of tiring out,"Shanghai Composite is on a tear – entering a bull market, breaching a key resistance level and running up gains for eight straight weeks. That’s a lot of pressure."
Will retail investors be sidelined by Hong Kong’s proposed licensing regime on cryptocurrency trading?,Some operators are preparing for the Hong Kong regulator’s proposed cryptocurrency trading rules by carving out “professional investors only” platforms
A tea maker called Blockchain Group?! Hong Kong firms fail to revive flagging stock market fortunes with far-fetched name changes,"Blockchain Group, a traditional tea manufacturer formerly known as Ping Shan Tea Group, is one of many whose name change has failed to impress investors."
"US, China need each other for future development of AI, Hong Kong professor says","Despite trade war, AI researchers in the US, China are working together to develop the technology, according to the director of the Centre for Artificial Intelligence Research at Hong Kong University of Science and Technology"
"Hong Kong pension assets are the third fastest growing in the world, though consultant warns workers aren’t saving enough","Hong Kong is doing well by one measure of pension assets, called the compound annual growth rate. But Willis Towers Watson warns city’s workers must save more."
"As Greater Bay Area develops, Hong Kong will need to differentiate itself, panellists say","The city will need to retain its strengths – ranging from its tax structure to common law – to set it apart and help further growth in the region in the coming years, panellists said at the American Chambers of Commerce’s business summit."
"Hong Kong electric utility CLP Holdings looks to next generation ‘smart’ meters, solar projects in China, India",Hong Kong’s biggest power utility plans to invest HK$2 billion on ‘smart’ electric meters which will help curb the need to build more capacity
Warburg Pincus-backed ESR files for Hong Kong IPO of up to $1.5 billion,Logistics real estate developer ESR Cayman plans to list in Hong Kong in the next one to two quarters
China stocks post best weekly gain in nearly four years after MSCI increases A-share weighting in its global benchmarks,China’s bull market keeps on its run after MSCI’s move that means foreign money will flood in.
"Hong Kong’s securities regulator takes listings sponsors to task, imposes fines of U$24.7m in 2018",Securities and Futures Commission fines Citigroup Global Markets Asia HK$57 million for its role as sponsor of Real Gold Mining.
